0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,5.200000000000000000e+01,0.000000000000000000e+00
2.000000000000002665e+00,2.000000000000000000e+00,5.200000000000000000e+01,0.000000000000000000e+00
2.229435833394945110e+00,2.001147188726896786e+00,5.213246704794541131e+01,0.000000000000000000e+00
2.458848723397744074e+00,2.004588640189670201e+00,5.226493409589081551e+01,0.000000000000000000e+00
2.688215728910575475e+00,2.010324010246041126e+00,5.239740114383622682e+01,0.000000000000000000e+00
2.917513913424027550e+00,2.018352725363786959e+00,5.252986819178163813e+01,0.000000000000000000e+00
3.146720347310728805e+00,2.028673982678078858e+00,5.266233523972704944e+01,0.000000000000000000e+00
3.375812110118296516e+00,2.041286750071794387e+00,5.279480228767245364e+01,0.000000000000000000e+00
3.604766292861358856e+00,2.056189766278702535e+00,5.292726933561786495e+01,0.000000000000000000e+00
3.833560000312435712e+00,2.073381541009599260e+00,5.305973638356327626e+01,0.000000000000000000e+00
4.062170353291443270e+00,2.092860355101340275e+00,5.319220343150868757e+01,0.000000000000000000e+00
4.290574490953591003e+00,2.114624260688749757e+00,5.332467047945409178e+01,0.000000000000000000e+00
4.518749573075443671e+00,2.138671081399401430e+00,5.345713752739950309e+01,0.000000000000000000e+00
4.746672782338944963e+00,2.164998412571264907e+00,5.358960457534491439e+01,0.000000000000000000e+00
4.974321326613099004e+00,2.193603621493160460e+00,5.372207162329032570e+01,0.000000000000000000e+00
5.201672441233183619e+00,2.224483847668039971e+00,5.385453867123572991e+01,0.000000000000000000e+00
5.428703391277197809e+00,2.257636003099015909e+00,5.398700571918114122e+01,0.000000000000000000e+00
5.655391473839326721e+00,2.293056772598170312e+00,5.411947276712655253e+01,0.000000000000000000e+00
5.881714020300221613e+00,2.330742614118069156e+00,5.425193981507196384e+01,0.000000000000000000e+00
6.107648398593836347e+00,2.370689759105967909e+00,5.438440686301736804e+01,0.000000000000000000e+00
6.333172015470621474e+00,2.412894212880658529e+00,5.451687391096277935e+01,0.000000000000000000e+00
6.558262318756824527e+00,2.457351755031933038e+00,5.464934095890819066e+01,0.000000000000000000e+00
6.782896799609691385e+00,2.504057939842617486e+00,5.478180800685360197e+01,0.000000000000000000e+00
7.007052994768329768e+00,2.553008096733162091e+00,5.491427505479900617e+01,0.000000000000000000e+00
7.230708488800022593e+00,2.604197330728666770e+00,5.504674210274441748e+01,0.000000000000000000e+00
7.453840916341745171e+00,2.657620522948388242e+00,5.517920915068982879e+01,0.000000000000000000e+00
7.676427964336685505e+00,2.713272331117618563e+00,5.531167619863524010e+01,0.000000000000000000e+00
7.898447374265533227e+00,2.771147190101924451e+00,5.544414324658065141e+01,0.000000000000000000e+00
8.119876944372309779e+00,2.831239312463633695e+00,5.557661029452605561e+01,0.000000000000000000e+00
8.340694531884530249e+00,2.893542689040589977e+00,5.570907734247146692e+01,0.000000000000000000e+00
8.560878055227457040e+00,2.958051089547048207e+00,5.584154439041687823e+01,0.000000000000000000e+00
8.780405496232239315e+00,3.024758063196721025e+00,5.597401143836228954e+01,0.000000000000000000e+00
8.999254902337719741e+00,3.093656939347830814e+00,5.610647848630769374e+01,0.000000000000000000e+00
9.217404388785658043e+00,3.164740828170174325e+00,5.623894553425310505e+01,0.000000000000000000e+00
9.434832140809202627e+00,3.238002621334111097e+00,5.637141258219851636e+01,0.000000000000000000e+00
9.651516415814336725e+00,3.313434992721369099e+00,5.650387963014392767e+01,0.000000000000000000e+00
9.867435545554135601e+00,3.391030399157674680e+00,5.663634667808933187e+01,0.000000000000000000e+00
1.008256793829555065e+01,3.470781081167050530e+00,5.676881372603474318e+01,0.000000000000000000e+00
1.029689208097858888e+01,3.552679063747746113e+00,5.690128077398015449e+01,0.000000000000000000e+00
1.051038654136758055e+01,3.636716157169757935e+00,5.703374782192556580e+01,0.000000000000000000e+00
1.072302997019440163e+01,3.722883957793769127e+00,5.716621486987097001e+01,0.000000000000000000e+00
1.093480110329337229e+01,3.811173848911526107e+00,5.729868191781638131e+01,0.000000000000000000e+00
1.114567876372765376e+01,3.901577001607492434e+00,5.743114896576179262e+01,0.000000000000000000e+00
1.135564186390693742e+01,3.994084375641733686e+00,5.756361601370720393e+01,0.000000000000000000e+00
1.156466940769617224e+01,4.088686720353933879e+00,5.769608306165260814e+01,0.000000000000000000e+00
1.177274049251516885e+01,4.185374575588461710e+00,5.782855010959801945e+01,0.000000000000000000e+00
1.197983431142883681e+01,4.284138272640365841e+00,5.796101715754343076e+01,0.000000000000000000e+00
1.218593015522786338e+01,4.384967935222235269e+00,5.809348420548884206e+01,0.000000000000000000e+00
1.239100741449961340e+01,4.487853480451843069e+00,5.822595125343424627e+01,0.000000000000000000e+00
1.259504558168905852e+01,4.592784619860410089e+00,5.835841830137965758e+01,0.000000000000000000e+00
1.279802425314951009e+01,4.699750860421424647e+00,5.849088534932506889e+01,0.000000000000000000e+00
1.299992313118296750e+01,4.808741505599979149e+00,5.862335239727048020e+01,0.000000000000000000e+00
1.320072202606988121e+01,4.919745656422374935e+00,5.875581944521589151e+01,0.000000000000000000e+00
1.340040085808809067e+01,5.032752212566034444e+00,5.888828649316129571e+01,0.000000000000000000e+00
1.359893965952079675e+01,5.147749873469514625e+00,5.902075354110670702e+01,0.000000000000000000e+00
1.379631857665329875e+01,5.264727139462561212e+00,5.915322058905211833e+01,0.000000000000000000e+00
1.399251787175836625e+01,5.383672312916051084e+00,5.928568763699752964e+01,0.000000000000000000e+00
1.418751792506999365e+01,5.504573499411758775e+00,5.941815468494293384e+01,0.000000000000000000e+00
1.438129923674534183e+01,5.627418608931787247e+00,5.955062173288834515e+01,0.000000000000000000e+00
1.457384242881473213e+01,5.752195357067556358e+00,5.968308878083375646e+01,0.000000000000000000e+00
1.476512824711940830e+01,5.878891266248228220e+00,5.981555582877916777e+01,0.000000000000000000e+00
1.495513756323694388e+01,6.007493666988469982e+00,5.994802287672457197e+01,0.000000000000000000e+00
1.514385137639406764e+01,6.137989699155372847e+00,6.008048992466998328e+01,0.000000000000000000e+00
1.533125081536672418e+01,6.270366313254466917e+00,6.021295697261539459e+01,0.000000000000000000e+00
1.551731714036718124e+01,6.404610271734654248e+00,6.034542402056080590e+01,0.000000000000000000e+00
1.570203174491799558e+01,6.540708150311960623e+00,6.047789106850621010e+01,0.000000000000000000e+00
1.588537615771264200e+01,6.678646339311939073e+00,6.061035811645162141e+01,0.000000000000000000e+00
1.606733204446262420e+01,6.818411045030636330e+00,6.074282516439703272e+01,0.000000000000000000e+00
1.624788120973089889e+01,6.959988291113955228e+00,6.087529221234244403e+01,0.000000000000000000e+00
1.642700559875139277e+01,7.103363919955263839e+00,6.100775926028785534e+01,0.000000000000000000e+00
1.660468729923447739e+01,7.248523594111158985e+00,6.114022630823325954e+01,0.000000000000000000e+00
1.678090854315817282e+01,7.395452797735192263e+00,6.127269335617867085e+01,0.000000000000000000e+00
1.695565170854493431e+01,7.544136838029444903e+00,6.140516040412408216e+01,0.000000000000000000e+00
1.712889932122384096e+01,7.694560846713780933e+00,6.153762745206948637e+01,0.000000000000000000e+00
1.730063405657799791e+01,7.846709781512696935e+00,6.167009450001489768e+01,0.000000000000000000e+00
1.747083874127698522e+01,8.000568427659491277e+00,6.180256154796030899e+01,0.000000000000000000e+00
